2,2,DataStorage\GPX_Files\gpxDatei793575695.gpx,Radfahren,,21.420000,226.250000,15.070000,2019-09-22T13:34:56.465Z,6.189109,17,8.613464,13,2.913756
3,2,DataStorage\GPX_Files\gpxDatei448965959.gpx,Radfahren,,19.460000,146.019000,14.450000,2019-09-21T14:04:37.004Z,6.655062,3,8.424964,8,4.934810
4,1,DataStorage\GPX_Files\gpxDatei779222003.gpx,Radfahren,blabla,24.710000,186.260000,18.530000,2019-09-14T14:22:04.295Z,6.191747,24,8.970950,13,3.580560
